,x,y,Team,Against,Scored,Match No,Season,Angle,Distance,Colour,ScoredBinary,Proba,Proba_exp
8714,34.368,-11.356,burnley,everton,Missed,314,16/17,0.319129557,36.19555442,r,0,0.35001720799999997,0.38111656200000005
3305,38.848,-5.01,sunderland,leicester,Scored,133,16/17,0.128256252,39.16972305,b,1,0.37123497899999996,0.38079615899999997
6850,39.296,4.342,hull-city,stoke,Missed,316,16/17,0.110048293,39.53515625,r,0,0.372675388,0.38034540899999997
1057,41.536,-0.33399999999999996,everton,m-brough,Scored,41,16/17,0.008041044,41.53734286,b,1,0.381126481,0.37987357899999996
2663,38.4,6.0120000000000005,man-city,m-brough,Scored,103,16/17,0.15530178,38.86777771,b,1,0.367307334,0.379188872
3763,40.192,-3.0060000000000002,leicester,b-mouth,Missed,150,16/17,0.074652017,40.30425412,r,0,0.375041821,0.37914616
6372,40.192,-3.0060000000000002,b-mouth,s-hampton,Missed,289,16/17,0.074652017,40.30425412,r,0,0.375041821,0.37914616
6992,33.024,13.36,man-city,man-utd,Missed,333,16/17,0.38442629,35.62406737,r,0,0.339681037,0.377890085
6699,40.192,-3.34,m-brough,burnley,Missed,305,16/17,0.08291061,40.33054009,r,0,0.37294884799999994,0.377392671
7314,38.4,-6.346,leicester,man-city,Missed,358,16/17,0.163780123,38.9208391,r,0,0.364983805,0.377223856
7,34.816,-11.356,burnley,swansea,Missed,0,16/17,0.315291455,36.62120413,r,0,0.347779144,0.37711034299999996
4254,31.232,15.364,wba,arsenal,Missed,170,16/17,0.457171881,34.80646951,r,0,0.32962086,0.37695556700000005
7969,33.472,13.026,cpalace,sunderland,Missed,231,16/17,0.37112771,35.91728637,r,0,0.34050282,0.376570674
2863,29.888,16.7,hull-city,sunderland,Missed,115,16/17,0.509538271,34.23715152,r,0,0.322339314,0.376501089
6684,29.888,16.7,spurs,swansea,Scored,302,16/17,0.509538271,34.23715152,b,1,0.322339314,0.376501089
4545,32.576,-14.027999999999999,leicester,west-ham,Missed,183,16/17,0.406624374,35.46802165,r,0,0.33592819,0.376495371
5796,27.2,19.038,wba,west-ham,Scored,246,16/17,0.610676614,33.20068439,b,1,0.308089037,0.375841904
1806,28.096,18.37,arsenal,swansea,Scored,70,16/17,0.5790627620000001,33.56846907,b,1,0.312204928,0.37540937799999996
4371,37.056,8.684,west-ham,swansea,Scored,176,16/17,0.230194006,38.05993946,b,1,0.356316546,0.37511774700000006
7513,22.272,22.378,spurs,hull-city,Scored,373,16/17,0.7877721790000001,31.57240675,b,1,0.282792565,0.375109746
2737,40.64,-3.0060000000000002,s-hampton,hull-city,Missed,106,16/17,0.073832085,40.75102006,r,0,0.371885963,0.374980996
5348,40.64,-3.0060000000000002,burnley,leicester,Missed,222,16/17,0.073832085,40.75102006,r,0,0.371885963,0.374980996
3981,36.608000000000004,-9.352,burnley,west-ham,Missed,159,16/17,0.250113934,37.78366801,r,0,0.35386692,0.374825808
4646,36.16,10.02,b-mouth,swansea,Scored,187,16/17,0.270319158,37.52260652,b,1,0.351250296,0.37440189799999996
6467,35.711999999999996,10.687999999999999,man-utd,everton,Missed,295,16/17,0.290799008,37.27707456,r,0,0.34846863100000003,0.373841793
20,33.024,-14.027999999999999,swansea,burnley,Missed,0,16/17,0.401685965,35.87992977,r,0,0.33407171,0.372665497
9409,39.744,5.01,swansea,wba,Scored,378,16/17,0.125395364,40.05852763,b,1,0.365273377,0.372511834
7781,27.648000000000003,19.038,watford,spurs,Scored,189,16/17,0.603023784,33.56869595,b,1,0.307180109,0.37246057299999996
7782,27.648000000000003,19.038,watford,spurs,Missed,189,16/17,0.603023784,33.56869595,r,0,0.307180109,0.37246057299999996
2666,36.16,-10.354000000000001,man-city,m-brough,Missed,103,16/17,0.278876663,37.61317477,r,0,0.348682155,0.37214544299999996
5591,36.16,-10.354000000000001,wba,stoke,Missed,237,16/17,0.278876663,37.61317477,r,0,0.348682155,0.37214544299999996
6447,41.536,-2.004,sunderland,leicester,Missed,294,16/17,0.048209919000000004,41.5843157,r,0,0.37152878,0.371785745
4267,42.431999999999995,0.33399999999999996,m-brough,burnley,Missed,171,16/17,0.007871255,42.43331451,r,0,0.374428707,0.37155536899999997
2978,34.368,12.692,man-city,burnley,Scored,120,16/17,0.353761448,36.63667954,b,1,0.339160777,0.371305279
8753,34.368,-12.692,spurs,b-mouth,Scored,318,16/17,0.353761448,36.63667954,b,1,0.339160777,0.371305279
7616,37.056,9.352,b-mouth,spurs,Missed,81,16/17,0.247212502,38.21788901,r,0,0.35134568200000005,0.37081020200000003
3736,35.711999999999996,11.356,s-hampton,m-brough,Missed,149,16/17,0.30787709,37.47406677,r,0,0.34325404,0.36920981700000005
3802,35.711999999999996,-11.356,man-utd,cpalace,Scored,152,16/17,0.30787709,37.47406677,b,1,0.34325404,0.36920981700000005
84,28.096,19.038,hull-city,leicester,Missed,3,16/17,0.595537357,33.93863079,r,0,0.30622493300000003,0.369089614
737,34.368,-13.026,west-ham,man-city,Scored,28,16/17,0.36228633299999996,36.75372226,b,1,0.33645321100000003,0.368830582
6713,36.16,11.022,stoke,liverpool,Scored,306,16/17,0.295865557,37.80251426,b,1,0.343540981,0.367601722
3979,41.088,-3.674,burnley,west-ham,Missed,159,16/17,0.089180657,41.25193353,r,0,0.36465660200000005,0.367427458
4886,37.504,9.352,stoke,watford,Missed,198,16/17,0.24437628399999997,38.6524245,r,0,0.34881589799999996,0.36683494299999997
8670,41.536,-3.0060000000000002,leicester,everton,Missed,310,16/17,0.072245002,41.64463149,r,0,0.365594542,0.36678685299999997
3218,37.056,10.02,cpalace,s-hampton,Scored,130,16/17,0.264086067,38.38681461,b,1,0.346359532,0.36645895
5713,34.368,-13.36,man-utd,watford,Missed,242,16/17,0.370756485,36.87341894,r,0,0.333749401,0.366348113
3099,35.264,-12.357999999999999,swansea,cpalace,Scored,125,16/17,0.337068865,37.36669453,b,1,0.33759755799999996,0.366016952
7211,28.544,-19.038,man-city,cpalace,Missed,349,16/17,0.588212776,34.31042670000001,r,0,0.305225135,0.365730004
2373,35.711999999999996,12.024000000000001,m-brough,b-mouth,Scored,92,16/17,0.32477169300000003,37.68187256,b,1,0.338039849,0.364540105
6318,42.88,-1.002,liverpool,man-city,Missed,280,16/17,0.023363285,42.89170554,r,0,0.367462229,0.364373468
8380,42.88,1.002,spurs,s-hampton,Missed,282,16/17,0.023363285,42.89170554,r,0,0.367462229,0.364373468
7905,43.328,0.33399999999999996,s-hampton,leicester,Missed,219,16/17,0.007708488,43.32928732,r,0,0.36777708,0.36341929700000003
9139,38.848,8.016,arsenal,s-hampton,Scored,354,16/17,0.203486775,39.6664009,b,1,0.350558469,0.363244403
1340,38.4,-8.684,liverpool,hull-city,Missed,52,16/17,0.222404795,39.36968194,r,0,0.348498514,0.363131107
3681,38.4,8.684,liverpool,west-ham,Scored,147,16/17,0.222404795,39.36968194,b,1,0.348498514,0.363131107
7355,38.4,-8.684,liverpool,west-ham,Missed,364,16/17,0.222404795,39.36968194,r,0,0.348498514,0.363131107
4367,26.304000000000002,-21.041999999999998,west-ham,swansea,Missed,176,16/17,0.674713124,33.68480637,r,0,0.291656521,0.36256018100000004
1342,37.504,10.02,liverpool,hull-city,Missed,52,16/17,0.261073652,38.81945924,r,0,0.343899251,0.362546296
1197,33.024,-15.364,stoke,cpalace,Missed,46,16/17,0.43545285200000006,36.42302942,r,0,0.322935745,0.3621409
5204,36.608000000000004,-11.356,wba,sunderland,Missed,216,16/17,0.30079306899999997,38.32889771,r,0,0.33867057,0.36145764
2987,34.368,-14.027999999999999,man-city,burnley,Scored,120,16/17,0.387529914,37.1206709,b,1,0.328355225,0.361361838
5893,34.368,14.027999999999999,wba,b-mouth,Missed,255,16/17,0.387529914,37.1206709,r,0,0.328355225,0.361361838
5145,38.848,8.35,m-brough,west-ham,Missed,214,16/17,0.211719078,39.73524385,r,0,0.348222749,0.36123609700000003
6293,39.744,7.013999999999999,arsenal,wba,Missed,278,16/17,0.17468081100000002,40.35816810000001,r,0,0.35195307600000003,0.361223037
9232,33.472,15.03,stoke,arsenal,Missed,360,16/17,0.42204866700000004,36.69162962,r,0,0.32393199300000003,0.361103603
504,38.4,9.017999999999999,chelsea,burnley,Missed,20,16/17,0.23066388300000001,39.44469957,r,0,0.34611855399999997,0.36107290299999995
6479,36.16,12.024000000000001,everton,man-utd,Scored,295,16/17,0.321020288,38.10672088,b,1,0.33582555299999994,0.360715164
8234,36.16,12.024000000000001,everton,wba,Scored,270,16/17,0.321020288,38.10672088,b,1,0.33582555299999994,0.360715164
3918,32.576,16.032,spurs,hull-city,Scored,157,16/17,0.457341031,36.30731056,b,1,0.319064171,0.360428994
8859,39.296,-8.016,b-mouth,m-brough,Missed,323,16/17,0.201229357,40.1052599,r,0,0.347871156,0.35931485
3449,39.744,-7.348,everton,man-utd,Missed,138,16/17,0.18281888,40.41755361,r,0,0.349702874,0.359301511
8880,40.192,-6.68,hull-city,watford,Missed,324,16/17,0.164696758,40.74333398,r,0,0.35137624799999995,0.35918122700000005
5058,35.264,-13.36,man-utd,liverpool,Missed,209,16/17,0.362147526,37.709936299999995,r,0,0.329689005,0.358817406
5522,35.264,-13.36,b-mouth,everton,Scored,232,16/17,0.362147526,37.709936299999995,b,1,0.329689005,0.358817406
3619,36.16,12.357999999999999,swansea,sunderland,Scored,144,16/17,0.329314256,38.21342387,b,1,0.333254987,0.358402369
2931,30.336,18.37,chelsea,m-brough,Scored,118,16/17,0.544491241,35.46448641,b,1,0.306490284,0.358261654
5922,34.816,-14.027999999999999,spurs,stoke,Scored,256,16/17,0.383019531,37.53583141,b,1,0.326404846,0.357656322
5670,35.711999999999996,-13.026,liverpool,spurs,Scored,241,16/17,0.349755415,38.0134663,b,1,0.330229094,0.357472335
842,33.024,16.032,liverpool,leicester,Missed,33,16/17,0.451952236,36.70980251,r,0,0.317417297,0.356849687
1033,37.504,-11.022,chelsea,liverpool,Scored,40,16/17,0.285840666,39.09008186,b,1,0.336504569,0.35603968
5160,37.504,11.022,west-ham,m-brough,Scored,214,16/17,0.285840666,39.09008186,b,1,0.336504569,0.35603968
7348,29.888,19.038,west-ham,liverpool,Missed,364,16/17,0.567166415,35.43639355,r,0,0.301973669,0.35572816799999996
8724,44.224,0.33399999999999996,west-ham,sunderland,Scored,317,16/17,0.007552316999999999,44.22526124,b,1,0.361173894,0.355461376
6325,32.576,-16.7,chelsea,cpalace,Scored,284,16/17,0.473714219,36.60718203,b,1,0.31351769399999996,0.355040552
9381,33.92,15.364,s-hampton,stoke,Missed,377,16/17,0.42530287299999997,37.23733202,r,0,0.319426744,0.35489763
9287,38.4,-10.02,chelsea,watford,Scored,365,16/17,0.25524599600000003,39.68577075,b,1,0.33895317799999997,0.354837389
3211,41.536,5.343999999999999,stoke,watford,Missed,129,16/17,0.127956533,41.87836711,r,0,0.351312756,0.35471469200000005
9728,35.264,-14.027999999999999,sunderland,chelsea,Missed,372,16/17,0.378607918,37.95173883,r,0,0.324433989,0.353982125
832,37.504,-11.356,hull-city,burnley,Missed,32,16/17,0.29401846,39.18556816,r,0,0.334036572,0.35385259700000005
1710,41.983999999999995,5.01,west-ham,m-brough,Missed,65,16/17,0.11876954199999999,42.28186793,r,0,0.350424918,0.35257111799999996
694,44.224,-1.002,watford,arsenal,Missed,27,16/17,0.022653505,44.23534989,r,0,0.357689975,0.35247311200000003
6050,37.952,-11.022,swansea,burnley,Missed,262,16/17,0.282644314,39.52010612,r,0,0.33413729,0.352260044
9447,42.431999999999995,-4.342,man-city,watford,Missed,379,16/17,0.101973495,42.6535765,r,0,0.35146832100000003,0.352107715
5100,44.672,-0.33399999999999996,liverpool,swansea,Missed,212,16/17,0.00747658,44.67324859,r,0,0.35789116200000004,0.351548
6547,44.672,0.33399999999999996,chelsea,man-city,Scored,298,16/17,0.00747658,44.67324859,b,1,0.35789116200000004,0.351548
5437,31.232,-18.37,man-utd,hull-city,Missed,227,16/17,0.5316820879999999,36.23388916,r,0,0.303934851,0.351517277
7931,39.744,-8.684,leicester,s-hampton,Missed,219,16/17,0.21511756699999998,40.68165916,r,0,0.340634576,0.351509619
1017,34.368,15.364,chelsea,swansea,Scored,38,16/17,0.42039279799999996,37.64587521,b,1,0.31763514800000003,0.35131784200000005
3136,34.368,15.364,b-mouth,arsenal,Missed,126,16/17,0.42039279799999996,37.64587521,r,0,0.31763514800000003,0.35131784200000005
72,43.328,3.0060000000000002,spurs,everton,Missed,2,16/17,0.069266779,43.43214961,r,0,0.353104042,0.350929759
806,27.648000000000003,21.375999999999998,wba,b-mouth,Missed,31,16/17,0.658152075,34.94775071,r,0,0.286690672,0.350143335
4904,29.888,-19.706,spurs,chelsea,Scored,199,16/17,0.582904876,35.79970642,b,1,0.296301439,0.34980672
1156,40.192,-8.35,west-ham,wba,Missed,45,16/17,0.204838927,41.05020541,r,0,0.34025073200000006,0.349651671
4027,37.504,-12.024000000000001,stoke,leicester,Missed,162,16/17,0.310252378,39.3843445,r,0,0.329099071,0.34945332
3584,44.224,1.67,leicester,man-city,Missed,143,16/17,0.037744367,44.25552029,r,0,0.35414957700000005,0.349442973
7008,35.264,14.696,man-city,man-utd,Missed,333,16/17,0.39485555200000005,38.20369239,r,0,0.31919762,0.349122695
687,42.88,-4.342,watford,arsenal,Missed,27,16/17,0.100915356,43.09927336,r,0,0.348461041,0.348247159
9594,31.68,18.37,burnley,cpalace,Scored,334,16/17,0.52547986,36.62074958,b,1,0.30260519199999997,0.348172288
431,21.824,-25.05,everton,wba,Scored,17,16/17,0.8541126109999999,33.22332729,b,1,0.259509643,0.348099969
5983,40.192,8.684,leicester,hull-city,Scored,258,16/17,0.212791874,41.11944455,b,1,0.33800641299999995,0.347715415
9123,39.296,10.02,s-hampton,arsenal,Missed,354,16/17,0.24966751199999998,40.55337244,r,0,0.333978488,0.34728196100000003
5797,28.096,21.375999999999998,wba,west-ham,Missed,246,16/17,0.65039005,35.303237700000004,r,0,0.285922446,0.347117478
2945,29.44,20.374000000000002,wba,burnley,Scored,119,16/17,0.605371545,35.80242277,b,1,0.291710374,0.347034745
5835,32.576,17.702,man-city,b-mouth,Missed,249,16/17,0.497766693,37.07501288,r,0,0.305280541,0.346942308
810,35.264,15.03,wba,b-mouth,Missed,31,16/17,0.402898215,38.33341357,r,0,0.316587645,0.346685087
6890,34.368,16.032,man-utd,burnley,Missed,327,16/17,0.436474231,37.92340238,r,0,0.312317048,0.34626807
3430,43.328,4.008,liverpool,b-mouth,Missed,137,16/17,0.09224119,43.51298252,r,0,0.34738848,0.34606934799999994
1616,40.64,-8.35,chelsea,hull-city,Missed,61,16/17,0.202642498,41.48893949,r,0,0.337588879,0.345870131
6762,31.232,-19.038,wba,s-hampton,Missed,308,16/17,0.547424459,36.57708665,r,0,0.298375409,0.345858283
7512,43.776,3.34,spurs,hull-city,Missed,373,16/17,0.076149979,43.90323195,r,0,0.34813618,0.34548308299999997
8617,33.472,-17.034000000000002,man-city,hull-city,Scored,304,16/17,0.47074458700000005,37.55704914,b,1,0.307635424,0.34545873200000005
5924,23.616,24.381999999999998,spurs,stoke,Missed,256,16/17,0.801355807,33.94403305,r,0,0.26505916,0.34536642700000003
1419,37.504,12.692,spurs,m-brough,Missed,54,16/17,0.326319067,39.593394399999994,r,0,0.32416295300000003,0.34502306899999996
2581,32.128,-18.37,b-mouth,sunderland,Missed,100,16/17,0.519407529,37.00898923,r,0,0.301242729,0.344846173
4692,43.328,4.342,everton,s-hampton,Missed,190,16/17,0.09987888,43.54501749,r,0,0.34546063899999996,0.34442859600000003
1611,36.16,14.362,chelsea,hull-city,Missed,61,16/17,0.37807229299999995,38.907745299999995,r,0,0.31788150600000004,0.344373855
6944,35.264,-15.364,s-hampton,chelsea,Missed,329,16/17,0.410886116,38.46559751,r,0,0.313983766,0.344242836
8784,41.088,-8.016,swansea,watford,Missed,319,16/17,0.19267331,41.862632500000004,r,0,0.337102099,0.34400226700000003
1460,40.192,9.352,cpalace,sunderland,Missed,56,16/17,0.228615205,41.26568511,r,0,0.333502463,0.343814605
1720,39.744,10.02,m-brough,west-ham,Scored,65,16/17,0.246966873,40.9876315,b,1,0.33148233899999996,0.343561136
3839,39.744,10.02,liverpool,m-brough,Scored,154,16/17,0.246966873,40.9876315,b,1,0.33148233899999996,0.343561136
7473,42.431999999999995,-6.0120000000000005,burnley,west-ham,Missed,371,16/17,0.140748677,42.85579037,r,0,0.341394789,0.34353947100000004
3866,44.224,3.0060000000000002,s-hampton,stoke,Missed,155,16/17,0.067867749,44.326044399999994,r,0,0.346911015,0.343259242
5321,36.608000000000004,-14.027999999999999,cpalace,b-mouth,Scored,221,16/17,0.365935839,39.20370452,b,1,0.318409588,0.343147821
2796,37.504,-13.026,man-city,cpalace,Missed,110,16/17,0.334287934,39.70172152,r,0,0.321696655,0.342797281
2749,38.848,-11.356,leicester,wba,Scored,107,16/17,0.284394992,40.47376731,b,1,0.32700674399999996,0.342717838
5163,42.431999999999995,-6.346,west-ham,m-brough,Missed,214,16/17,0.148456607,42.90391987,r,0,0.339352029,0.34179548299999996
5630,45.12,1.67,man-utd,leicester,Missed,238,16/17,0.036995524,45.15089479,r,0,0.347792693,0.341795006
6826,37.504,13.36,cpalace,leicester,Scored,313,16/17,0.342212933,39.81255601,b,1,0.31923217600000003,0.34056490100000003
9250,24.511999999999997,-24.381999999999998,sunderland,swansea,Missed,361,16/17,0.7827393570000001,34.57340116,r,0,0.26469382,0.340247388
784,44.224,3.674,s-hampton,arsenal,Missed,30,16/17,0.082886723,44.37635014,r,0,0.34321882600000003,0.34010702600000003
3956,42.88,-6.0120000000000005,west-ham,burnley,Missed,159,16/17,0.139297215,43.29940582,r,0,0.338529996,0.33978769
9323,42.88,-6.0120000000000005,arsenal,everton,Scored,370,16/17,0.139297215,43.29940582,b,1,0.338529996,0.33978769
758,36.16,-15.03,m-brough,wba,Missed,29,16/17,0.393926799,39.159245399999996,r,0,0.312787922,0.339650227
5779,39.744,-10.687999999999999,west-ham,wba,Missed,246,16/17,0.262705965,41.15603091,r,0,0.32688457600000004,0.339533805
7169,35.264,-16.032,stoke,b-mouth,Scored,345,16/17,0.42669586,38.73725235,b,1,0.308796097,0.339346262
5340,45.12,-2.338,burnley,leicester,Missed,222,16/17,0.051771073,45.18053391,r,0,0.344299174,0.338794684
5057,36.608000000000004,14.696,man-utd,liverpool,Scored,209,16/17,0.381749127,39.44766254,b,1,0.313372035,0.33850538399999996
8053,33.024,-18.37,man-city,swansea,Scored,239,16/17,0.507638259,37.78943604,b,1,0.298424654,0.33825254299999996
532,28.544,-22.044,cpalace,b-mouth,Missed,21,16/17,0.657609364,36.065189200000006,r,0,0.279544077,0.33797542700000005
82,28.544,22.044,hull-city,leicester,Scored,3,16/17,0.657609364,36.065189200000006,b,1,0.279544077,0.33797542700000005
7688,43.776,5.01,liverpool,watford,Scored,108,16/17,0.11395049199999999,44.06175525,b,1,0.338635233,0.337381307
3071,37.056,-14.362,liverpool,sunderland,Missed,124,16/17,0.369749984,39.74184419,r,0,0.313879319,0.337315308
4557,46.016000000000005,1.002,west-ham,leicester,Missed,183,16/17,0.021771594,46.026908,r,0,0.344828731,0.337208145
7396,46.016000000000005,-1.002,man-city,wba,Missed,367,16/17,0.021771594,46.026908,r,0,0.344828731,0.337208145
9543,46.016000000000005,1.002,man-utd,sunderland,Missed,311,16/17,0.021771594,46.026908,r,0,0.344828731,0.337208145
8139,37.952,-13.36,liverpool,arsenal,Scored,259,16/17,0.33847645,40.23485931,b,1,0.317096526,0.33701253
7709,46.464,-0.33399999999999996,watford,liverpool,Missed,108,16/17,0.007188236999999999,46.46520044,r,0,0.344892194,0.33632059799999997
2252,32.576,19.038,chelsea,man-utd,Missed,88,16/17,0.528883334,37.731170399999996,r,0,0.294468162,0.336138282
8475,32.576,-19.038,stoke,leicester,Missed,286,16/17,0.528883334,37.731170399999996,r,0,0.294468162,0.336138282
2307,46.016000000000005,-1.3359999999999999,liverpool,cpalace,Scored,90,16/17,0.029025226,46.03539021,b,1,0.343162301,0.335765871
8153,46.016000000000005,-1.3359999999999999,liverpool,arsenal,Missed,259,16/17,0.029025226,46.03539021,r,0,0.343162301,0.335765871
7162,37.056,14.696,stoke,b-mouth,Scored,345,16/17,0.37756235899999996,39.86376239,b,1,0.311394884,0.335026297
7195,33.472,18.37,wba,burnley,Scored,346,16/17,0.501934444,38.18156209,b,1,0.29697158100000004,0.334985928
7155,28.544,22.378,b-mouth,stoke,Missed,345,16/17,0.664897655,36.27030218,r,0,0.276791552,0.334927275
7347,32.128,19.706,west-ham,liverpool,Missed,364,16/17,0.5501844770000001,37.68998302,r,0,0.290418474,0.33388160699999997
6716,37.504,14.362,stoke,liverpool,Missed,306,16/17,0.365718605,40.15989368,r,0,0.311854335,0.33383209999999996
2083,26.752,-23.714000000000002,burnley,everton,Scored,82,16/17,0.725271778,35.74945174,b,1,0.268356396,0.333631546
