,x,y,Team,Against,Scored,Match No,Season,Angle,Distance,Colour,ScoredBinary,Proba,Proba_exp
2538,70.656,22.378,west-ham,everton,Missed,97,16/17,0.306722626,74.11508092,r,0,0.139459778,0.131210982
4860,76.032,15.03,cpalace,swansea,Missed,197,16/17,0.195163726,77.50332847,r,0,0.139581707,0.131188362
9314,54.976000000000006,38.076,watford,chelsea,Scored,365,16/17,0.605737595,66.87407833,b,1,0.13222985,0.131149758
5459,75.13600000000001,-16.366,stoke,everton,Missed,228,16/17,0.21446842800000002,76.89775323,r,0,0.139634587,0.131142379
5923,83.2,-3.0060000000000002,spurs,stoke,Missed,256,16/17,0.036114099,83.25428539,r,0,0.136253703,0.13114008800000002
4742,62.592,31.396,m-brough,leicester,Missed,192,16/17,0.464924911,70.02476191,r,0,0.13656918,0.13110914699999998
510,73.792,18.37,chelsea,burnley,Missed,20,16/17,0.24398356899999998,76.04417245,r,0,0.139437758,0.130910734
364,82.75200000000001,4.008,hull-city,swansea,Missed,14,16/17,0.048396055,82.84900463,r,0,0.136362011,0.130862267
7410,32.576,50.434,s-hampton,man-utd,Missed,368,16/17,0.997299252,60.03985453,r,0,0.114380728,0.130792027
7060,63.04,-31.061999999999998,swansea,man-utd,Missed,340,16/17,0.45781855200000005,70.27723276,r,0,0.13643866300000002,0.130788751
3264,72.896,19.706,chelsea,man-city,Scored,131,16/17,0.264019697,75.51260327,b,1,0.139120747,0.130643574
1891,71.104,-22.044,cpalace,west-ham,Missed,73,16/17,0.300628252,74.44270785,r,0,0.13892014800000002,0.130642065
2335,69.76,-23.714000000000002,man-utd,burnley,Missed,91,16/17,0.327681968,73.68046821,r,0,0.13866347199999998,0.130641654
2946,44.672,45.09,wba,burnley,Missed,119,16/17,0.7900548890000001,63.47200709,r,0,0.124192966,0.130568459
6349,76.48,-14.696,cpalace,chelsea,Scored,284,16/17,0.189840855,77.87915521,b,1,0.138766769,0.130473674
916,76.032,-15.364,cpalace,m-brough,Missed,35,16/17,0.199387851,77.56879218,r,0,0.138834397,0.13047292900000002
6733,68.416,25.384,spurs,watford,Missed,307,16/17,0.35528059700000003,72.97325888,r,0,0.13813377599999999,0.130465677
2691,75.13600000000001,-16.7,stoke,west-ham,Missed,104,16/17,0.218708403,76.96952966,r,0,0.138861031,0.130408684
5699,82.75200000000001,4.342,man-utd,watford,Missed,242,16/17,0.052421959000000004,82.86583414,r,0,0.13583452599999998,0.130281532
7973,78.27199999999999,12.024000000000001,cpalace,sunderland,Missed,231,16/17,0.152426591,79.19016707,r,0,0.138140898,0.130276845
2184,78.72,-11.356,liverpool,wba,Missed,85,16/17,0.143269752,79.53488,r,0,0.137897347,0.13017976
7653,78.72,11.356,stoke,swansea,Missed,99,16/17,0.143269752,79.53488,r,0,0.137897347,0.13017976
5353,33.024,50.434,leicester,burnley,Missed,222,16/17,0.991056705,60.28410182,r,0,0.114209511,0.130108828
7457,67.072,27.054000000000002,spurs,leicester,Missed,369,16/17,0.383397492,72.32269423,r,0,0.13733067,0.130106637
3561,71.55199999999999,21.71,hull-city,cpalace,Scored,142,16/17,0.29458750899999997,74.77307539,b,1,0.138365548,0.13006705400000002
7300,73.344,-19.372,man-city,leicester,Missed,358,16/17,0.258228172,75.85919008,r,0,0.138474397,0.130018606
4594,84.096,2.004,man-utd,m-brough,Missed,185,16/17,0.023825399,84.11987418,r,0,0.134423745,0.129940773
2930,79.616,-10.02,chelsea,m-brough,Missed,118,16/17,0.125195866,80.24405184,r,0,0.137308619,0.12993111400000001
4215,69.76,24.048000000000002,everton,liverpool,Missed,169,16/17,0.331967575,73.78864346,r,0,0.13775076,0.12979935199999998
6642,76.928,-14.362,s-hampton,cpalace,Missed,301,16/17,0.18456926,78.25716726,r,0,0.137941533,0.12975658699999998
4488,24.96,52.772,burnley,sunderland,Missed,181,16/17,1.1289989759999999,58.37709811,r,0,0.10690836699999999,0.129740315
9089,56.768,37.074,sunderland,hull-city,Missed,347,16/17,0.578536815,67.80182372,r,0,0.131885691,0.129716105
7248,83.648,-3.0060000000000002,arsenal,man-utd,Missed,351,16/17,0.035920847,83.70199484,r,0,0.134599058,0.129697016
5809,81.85600000000001,-6.346,chelsea,burnley,Missed,247,16/17,0.077371626,82.10162271,r,0,0.135832062,0.129611898
2593,74.688,17.702,sunderland,b-mouth,Missed,100,16/17,0.23271841199999999,76.75713744,r,0,0.138032657,0.129601715
5628,74.24,18.37,man-utd,leicester,Missed,238,16/17,0.242568494,76.47898077,r,0,0.137942055,0.129506493
5675,63.488,31.061999999999998,liverpool,spurs,Missed,241,16/17,0.45501698799999996,70.67937456,r,0,0.135251079,0.129491121
533,60.352,34.068000000000005,cpalace,b-mouth,Missed,21,16/17,0.513898604,69.30362565,r,0,0.133652774,0.129442368
9496,83.2,-4.008,everton,sunderland,Scored,39,16/17,0.048135865,83.2964829,b,1,0.134714769,0.12942283300000001
3603,81.408,-7.348,man-city,leicester,Missed,143,16/17,0.09001746699999999,81.73894768,r,0,0.135738213,0.129228034
4161,81.408,7.348,man-city,arsenal,Missed,167,16/17,0.09001746699999999,81.73894768,r,0,0.135738213,0.129228034
330,66.176,28.39,man-city,stoke,Scored,13,16/17,0.40526012899999997,72.00871528,b,1,0.135986155,0.12915421800000002
1747,82.75200000000001,5.01,man-utd,stoke,Missed,68,16/17,0.060468535999999996,82.90351985,r,0,0.134770291,0.129117562
2111,82.75200000000001,-5.01,hull-city,stoke,Missed,83,16/17,0.060468535999999996,82.90351985,r,0,0.134770291,0.129117562
6856,68.86399999999999,25.384,hull-city,stoke,Missed,316,16/17,0.35315726700000005,73.39344625,r,0,0.13678701699999998,0.129111569
3125,76.48,15.364,arsenal,b-mouth,Missed,126,16/17,0.198250338,78.00796688,r,0,0.13729534300000001,0.12906057
1277,81.85600000000001,6.68,man-utd,watford,Missed,49,16/17,0.081426287,82.12811416,r,0,0.13526685,0.129011932
5545,77.824,13.36,liverpool,hull-city,Missed,233,16/17,0.170012225,78.96242509,r,0,0.136959317,0.128996029
1343,69.76,-24.381999999999998,liverpool,hull-city,Scored,52,16/17,0.33624055700000005,73.89816996,b,1,0.136839459,0.128958211
8287,78.72,12.024000000000001,chelsea,stoke,Missed,276,16/17,0.151572385,79.63300179999999,r,0,0.13656174199999999,0.128856251
4026,59.456,35.07,swansea,m-brough,Missed,161,16/17,0.532921318,69.02840601,r,0,0.132516263,0.128825509
3706,67.52,-27.054000000000002,man-utd,spurs,Missed,148,16/17,0.381093549,72.73836207,r,0,0.13602830800000001,0.128770832
2836,68.416,-26.052,b-mouth,stoke,Missed,114,16/17,0.363835505,73.2083039,r,0,0.136250749,0.128729325
6709,84.992,1.002,stoke,liverpool,Missed,306,16/17,0.011788798999999999,84.99790626,r,0,0.132540384,0.12872192300000002
9716,82.75200000000001,5.343999999999999,chelsea,sunderland,Missed,372,16/17,0.064488951,82.92437422,r,0,0.134233668,0.128534373
1448,80.064,-10.02,sunderland,cpalace,Missed,56,16/17,0.124502566,80.68856484,r,0,0.135712671,0.128509699
221,32.128,-51.102,chelsea,west-ham,Missed,9,16/17,1.00953834,60.36242861,r,0,0.112139055,0.128495537
201,71.55199999999999,-22.378,liverpool,arsenal,Missed,7,16/17,0.30311403600000003,74.96975115,r,0,0.136627859,0.128456484
8257,71.55199999999999,-22.378,swansea,b-mouth,Missed,273,16/17,0.30311403600000003,74.96975115,r,0,0.136627859,0.128456484
418,60.352,34.402,wba,everton,Missed,17,16/17,0.518085537,69.46842094,r,0,0.132570685,0.128420039
1873,85.44,0.33399999999999996,chelsea,leicester,Missed,72,16/17,0.003909156,85.44065283,r,0,0.13180221,0.128372375
4121,85.44,-0.33399999999999996,hull-city,west-ham,Missed,165,16/17,0.003909156,85.44065283,r,0,0.13180221,0.128372375
7113,80.512,9.352,liverpool,watford,Scored,343,16/17,0.11563837800000001,81.05332842,b,1,0.135364034,0.128359363
1837,75.584,17.034000000000002,b-mouth,hull-city,Missed,71,16/17,0.22166197699999998,77.47966322,r,0,0.136579253,0.128277668
1819,78.27199999999999,-13.026,swansea,arsenal,Missed,70,16/17,0.16490834199999999,79.34848871,r,0,0.136093505,0.128264365
2656,68.86399999999999,-25.718000000000004,man-city,m-brough,Missed,103,16/17,0.357420495,73.50963216,r,0,0.135857198,0.128253794
7301,75.13600000000001,17.702,man-city,leicester,Scored,358,16/17,0.231379959,77.19312988,b,1,0.136536311,0.128208023
4290,60.8,-34.068000000000005,b-mouth,chelsea,Missed,172,16/17,0.510738703,69.69410753,r,0,0.132568997,0.128197995
8543,60.8,-34.068000000000005,watford,sunderland,Missed,290,16/17,0.510738703,69.69410753,r,0,0.132568997,0.128197995
8270,78.72,12.357999999999999,stoke,chelsea,Missed,276,16/17,0.15571589,79.68411739,r,0,0.135891213,0.12819389
8536,84.992,1.3359999999999999,watford,sunderland,Missed,290,16/17,0.015717832,85.00249973,r,0,0.132081171,0.128180814
1154,43.328,-46.426,west-ham,wba,Missed,45,16/17,0.819901033,63.50345707,r,0,0.12093730300000001,0.128178928
8736,72.44800000000001,-21.375999999999998,spurs,b-mouth,Missed,318,16/17,0.28691210899999997,75.53572718,r,0,0.136366639,0.128112955
9650,81.408,-8.016,m-brough,chelsea,Missed,353,16/17,0.09815058300000001,81.80170365,r,0,0.134571301,0.128009013
9665,46.464,44.756,arsenal,sunderland,Missed,366,16/17,0.7666763870000001,64.51358641,r,0,0.123067008,0.12792387
3568,70.656,-23.714000000000002,cpalace,hull-city,Missed,142,16/17,0.323812652,74.52935081,r,0,0.135896927,0.127917058
821,63.04,32.064,burnley,hull-city,Missed,32,16/17,0.47052730600000003,70.72582057,r,0,0.133310214,0.127870914
5582,63.04,-32.064,burnley,watford,Missed,236,16/17,0.47052730600000003,70.72582057,r,0,0.133310214,0.127870914
6522,81.85600000000001,7.348,arsenal,west-ham,Missed,297,16/17,0.089527435,82.18514367,r,0,0.134128274,0.127809855
3570,55.424,38.744,cpalace,hull-city,Missed,142,16/17,0.6100863120000001,67.62334887,r,0,0.1290238,0.12774195800000002
1621,73.344,20.374000000000002,sunderland,wba,Missed,62,16/17,0.270955289,76.12123365,r,0,0.13600415,0.12771096199999998
5012,73.344,20.374000000000002,watford,m-brough,Missed,206,16/17,0.270955289,76.12123365,r,0,0.13600415,0.12771096199999998
5373,83.2,5.01,m-brough,wba,Missed,224,16/17,0.060143722000000004,83.35070546,r,0,0.133147708,0.127698055
5453,77.376,14.696,stoke,everton,Missed,228,16/17,0.18769408899999998,78.75923941,r,0,0.13568303,0.127659298
4262,76.48,-16.032,m-brough,burnley,Missed,171,16/17,0.206631503,78.14227679999999,r,0,0.135819673,0.127647091
1848,56.32,-38.076,b-mouth,hull-city,Scored,71,16/17,0.5944811839999999,67.98326394,b,1,0.129450314,0.127623202
6689,56.32,-38.076,spurs,swansea,Scored,302,16/17,0.5944811839999999,67.98326394,b,1,0.129450314,0.127623202
4476,70.208,24.381999999999998,everton,hull-city,Missed,180,16/17,0.334251712,74.32122973,r,0,0.135477125,0.127610697
8431,80.96,-9.017999999999999,hull-city,west-ham,Missed,285,16/17,0.110931061,81.46070172,r,0,0.134382155,0.127573343
4676,79.168,12.024000000000001,cpalace,arsenal,Missed,188,16/17,0.150727627,80.07589399999999,r,0,0.134996513,0.12745099099999999
6837,67.968,-27.054000000000002,stoke,hull-city,Missed,316,16/17,0.3788158,73.15441162,r,0,0.13473194900000002,0.127447514
5278,81.408,-8.35,arsenal,watford,Missed,220,16/17,0.102212329,81.83510838,r,0,0.13398405300000002,0.127398528
2525,69.76,25.05,everton,west-ham,Missed,97,16/17,0.344748249,74.12125269,r,0,0.135021404,0.127279635
2998,74.24,-19.372,chelsea,spurs,Missed,121,16/17,0.25524599600000003,76.72582345,r,0,0.135542475,0.12725303400000001
3826,36.608000000000004,-49.766000000000005,watford,man-city,Missed,153,16/17,0.9365733959999999,61.78025914,r,0,0.114774154,0.12721524
2832,58.56,-36.406,b-mouth,stoke,Missed,114,16/17,0.5562135,68.95411834,r,0,0.130181316,0.127073335
5022,45.12,45.758,m-brough,watford,Missed,206,16/17,0.792418449,64.26203361,r,0,0.121223056,0.12702397699999998
592,61.248000000000005,-34.068000000000005,man-utd,hull-city,Missed,23,16/17,0.507614045,70.08527754,r,0,0.13148621300000002,0.126963222
8379,76.48,16.366,spurs,s-hampton,Missed,282,16/17,0.210811145,78.21148481,r,0,0.135080444,0.126940314
6796,64.384,31.061999999999998,cpalace,arsenal,Missed,312,16/17,0.44950852700000005,71.48529429,r,0,0.132885341,0.12692890099999998
2613,78.72,-13.026,cpalace,burnley,Missed,101,16/17,0.16398662,79.79044477,r,0,0.13454508199999998,0.126868129
4225,71.55199999999999,-23.046,liverpool,everton,Missed,169,16/17,0.31159533100000003,75.17184859,r,0,0.13489351300000002,0.126849312
5209,71.55199999999999,23.046,wba,sunderland,Missed,216,16/17,0.31159533100000003,75.17184859,r,0,0.13489351300000002,0.126849312
7755,71.55199999999999,-23.046,everton,leicester,Scored,174,16/17,0.31159533100000003,75.17184859,b,1,0.13489351300000002,0.126849312
2267,82.75200000000001,-6.346,man-utd,chelsea,Missed,88,16/17,0.076537167,82.99497105,r,0,0.132606532,0.126780268
2843,72.896,-21.375999999999998,sunderland,hull-city,Scored,115,16/17,0.285243188,75.96551976,b,1,0.134946498,0.126753635
7177,72.896,21.375999999999998,burnley,wba,Missed,346,16/17,0.285243188,75.96551976,r,0,0.134946498,0.126753635
4853,54.08,40.08,arsenal,b-mouth,Missed,196,16/17,0.637796393,67.31309531,r,0,0.12709774199999999,0.12667889599999999
3127,54.976000000000006,-39.412,arsenal,b-mouth,Missed,126,16/17,0.62197489,67.64367169,r,0,0.127646899,0.126666652
3954,80.064,11.022,swansea,wba,Missed,158,16/17,0.136804968,80.81911024,r,0,0.133819012,0.126599723
8688,59.903999999999996,35.404,everton,burnley,Missed,314,16/17,0.533784676,69.58399552,r,0,0.130390496,0.1265783
8216,68.86399999999999,26.386,chelsea,west-ham,Missed,267,16/17,0.365906264,73.74599306,r,0,0.134003364,0.12654272800000002
3949,66.176,-29.392,swansea,wba,Missed,158,16/17,0.417977538,72.40961704,r,0,0.13304135,0.12642978
488,83.648,-5.01,b-mouth,west-ham,Missed,19,16/17,0.059822376,83.79789976,r,0,0.13154126900000002,0.126294132
5211,70.656,-24.381999999999998,wba,sunderland,Missed,216,16/17,0.332285388,74.74458014,r,0,0.134122601,0.126276364
6515,57.663999999999994,-37.408,wba,watford,Missed,296,16/17,0.575477432,68.73496461,r,0,0.12884190199999998,0.126272974
4021,76.48,-16.7,swansea,m-brough,Missed,161,16/17,0.214983323,78.28205669,r,0,0.134340391,0.126233567
5927,78.72,13.36,spurs,stoke,Missed,256,16/17,0.16811358399999998,79.8456511,r,0,0.13386962800000002,0.1262048
3142,73.344,21.041999999999998,man-utd,west-ham,Missed,127,16/17,0.279390583,76.30273979,r,0,0.134358325,0.126175116
9035,86.336,0.0,m-brough,man-city,Scored,341,16/17,0.0,86.336,b,1,0.12898934199999998,0.126082058
4084,79.616,12.024000000000001,wba,man-utd,Missed,164,16/17,0.149892163,80.51884271,r,0,0.133445189,0.126060903
5141,79.616,-12.024000000000001,spurs,man-city,Scored,213,16/17,0.149892163,80.51884271,b,1,0.133445189,0.126060903
6763,79.616,-12.024000000000001,wba,s-hampton,Missed,308,16/17,0.149892163,80.51884271,r,0,0.133445189,0.126060903
5660,81.85600000000001,8.35,hull-city,arsenal,Missed,240,16/17,0.101656774,82.28078291,r,0,0.132401029,0.12600177199999998
4466,70.208,-25.05,everton,hull-city,Missed,180,16/17,0.34271712600000004,74.54304638,r,0,0.13368385800000002,0.125953587
5095,65.72800000000001,30.06,watford,b-mouth,Missed,210,16/17,0.42894053299999996,72.27567768,r,0,0.132297279,0.125891784
4117,80.512,-10.687999999999999,hull-city,west-ham,Missed,165,16/17,0.131978735,81.2183199,r,0,0.132890141,0.125846063
7903,71.104,24.048000000000002,s-hampton,leicester,Missed,219,16/17,0.326132057,75.06054303,r,0,0.133650305,0.12576443
1138,80.96,10.02,man-city,b-mouth,Scored,44,16/17,0.123138635,81.57770529,b,1,0.132564708,0.125713047
1397,80.96,10.02,leicester,man-utd,Missed,53,16/17,0.123138635,81.57770529,r,0,0.132564708,0.125713047
6008,77.824,-15.03,man-utd,b-mouth,Missed,260,16/17,0.190779301,79.26207085,r,0,0.133457465,0.125593795
5714,81.408,9.352,man-utd,watford,Missed,242,16/17,0.11437676,81.94340955,r,0,0.132207956,0.12556351
8129,53.184,-41.082,sunderland,everton,Missed,252,16/17,0.657715199,67.20318876,r,0,0.125331268,0.125492581
7208,76.032,17.702,man-city,cpalace,Scored,349,16/17,0.22874791600000002,78.06552266,b,1,0.133577985,0.12546426800000002
3333,56.768,38.41,spurs,swansea,Missed,134,16/17,0.594857354,68.54147594,r,0,0.12741029199999998,0.12538786
837,83.2,-6.346,liverpool,leicester,Scored,33,16/17,0.07612663900000001,83.44166655,b,1,0.131017409,0.125387683
2804,60.352,-35.404,liverpool,s-hampton,Missed,113,16/17,0.530526987,69.97004445,r,0,0.129355991,0.125376577
3154,65.28,30.728,man-utd,west-ham,Missed,127,16/17,0.439942909,72.15045658,r,0,0.131520467,0.125327751
4875,85.44,2.338,stoke,watford,Missed,198,16/17,0.027357405,85.47198279999999,r,0,0.129080429,0.125159362
6176,85.44,-2.338,b-mouth,west-ham,Missed,269,16/17,0.027357405,85.47198279999999,r,0,0.129080429,0.125159362
1279,46.016000000000005,-45.758,man-utd,watford,Missed,49,16/17,0.782586917,64.89427417,r,0,0.12010017199999999,0.125130256
8607,58.111999999999995,-37.408,man-city,hull-city,Missed,304,16/17,0.571949526,69.11123648,r,0,0.127882299,0.125107911
8015,80.96,-10.354000000000001,s-hampton,west-ham,Missed,234,16/17,0.127199825,81.61940282,r,0,0.131954556,0.125091931
7828,30.336,-52.438,s-hampton,burnley,Missed,200,16/17,1.046326867,60.58066309,r,0,0.107923119,0.125074873
4862,82.75200000000001,-7.348,cpalace,swansea,Scored,197,16/17,0.08856316199999999,83.0775939,b,1,0.130954829,0.125019866
3297,58.56,37.074,sunderland,leicester,Missed,133,16/17,0.5643987460000001,69.30912693,r,0,0.128002181,0.12498692300000001
9062,65.72800000000001,30.394000000000002,man-city,m-brough,Missed,341,16/17,0.43313499299999997,72.41522782,r,0,0.13131575199999998,0.124981194
6775,50.496,43.086000000000006,wba,s-hampton,Missed,308,16/17,0.706381134,66.37958581,r,0,0.12300639,0.124920103
1087,77.824,-15.364,arsenal,hull-city,Missed,42,16/17,0.19491339,79.32608318,r,0,0.132753394,0.12491291300000001
2036,78.72,14.027999999999999,burnley,s-hampton,Missed,78,16/17,0.17635006399999997,79.96013497,r,0,0.132514316,0.124877426
7204,79.168,13.36,man-city,cpalace,Missed,349,16/17,0.16717993,80.28737026,r,0,0.132344845,0.12483162699999999
7738,79.168,13.36,man-utd,arsenal,Scored,112,16/17,0.16717993,80.28737026,b,1,0.132344845,0.12483162699999999
7675,69.76,-26.052,liverpool,watford,Missed,108,16/17,0.357412684,74.46585999,r,0,0.132306848,0.12477186
4671,73.344,21.71,arsenal,cpalace,Missed,188,16/17,0.287785248,76.48964921,r,0,0.132714048,0.124641791
7706,70.656,-25.05,watford,liverpool,Scored,108,16/17,0.34070886799999994,74.96514414,b,1,0.132353843,0.124640418
8107,66.176,30.06,swansea,chelsea,Scored,250,16/17,0.42637699100000004,72.6833308,b,1,0.13109359,0.12462480599999999
1034,80.512,11.356,chelsea,liverpool,Missed,40,16/17,0.14012295800000002,81.30892251,r,0,0.131640876,0.124586603
1580,62.144,34.068000000000005,cpalace,everton,Scored,60,16/17,0.501468359,70.86963638,b,1,0.12932444199999998,0.124522454
290,30.784000000000002,-52.438,leicester,arsenal,Missed,12,16/17,1.039949448,60.80623734,r,0,0.10783056099999999,0.12449813
6821,30.784000000000002,52.438,cpalace,leicester,Missed,313,16/17,1.039949448,60.80623734,r,0,0.10783056099999999,0.12449813
660,80.96,10.687999999999999,sunderland,s-hampton,Missed,25,16/17,0.1312568,81.66244513,r,0,0.13134235,0.12447035599999999
8089,80.96,-10.687999999999999,leicester,swansea,Missed,248,16/17,0.1312568,81.66244513,r,0,0.13134235,0.12447035599999999
4522,68.416,27.721999999999998,chelsea,stoke,Scored,182,16/17,0.38497903299999997,73.81909197,b,1,0.131580257,0.124416649
5689,74.688,-20.04,spurs,liverpool,Missed,241,16/17,0.262141775,77.32980631,r,0,0.13251527800000001,0.124410072
1317,53.632,-41.082,b-mouth,everton,Missed,51,16/17,0.653661399,67.55828704,r,0,0.12452408,0.124409499
1601,56.32,-39.078,chelsea,hull-city,Missed,61,16/17,0.606590922,68.54948931,r,0,0.126108253,0.124375706
5166,56.32,39.078,west-ham,m-brough,Missed,214,16/17,0.606590922,68.54948931,r,0,0.126108253,0.124375706
5508,81.408,-10.02,everton,b-mouth,Missed,232,16/17,0.12246775900000001,82.02233149999999,r,0,0.131012609,0.124337481
5988,33.024,51.77,hull-city,leicester,Missed,258,16/17,1.00297548,61.40616806,r,0,0.109483555,0.124318568
5224,57.663999999999994,-38.076,arsenal,burnley,Missed,217,16/17,0.583587515,69.10078633,r,0,0.126651813,0.12416234599999999
3851,44.672,46.76,stoke,s-hampton,Missed,155,16/17,0.808230838,64.66904348,r,0,0.11821691599999999,0.124150459
2844,85.44,3.0060000000000002,sunderland,hull-city,Missed,115,16/17,0.035168079,85.49286307,r,0,0.128147153,0.124081715
1996,63.04,-33.4,m-brough,watford,Missed,77,16/17,0.487219866,71.34144378,r,0,0.129198429,0.124023881
7093,59.456,36.74,arsenal,spurs,Missed,342,16/17,0.553503416,69.8916557,r,0,0.127117478,0.12368525
1666,30.336,52.772,liverpool,swansea,Missed,63,16/17,1.049074558,60.86999984,r,0,0.106778006,0.123623495
2893,78.72,14.696,watford,leicester,Scored,117,16/17,0.184562438,80.08002757,b,1,0.131153624,0.12354933800000001
1703,74.24,21.041999999999998,west-ham,m-brough,Missed,65,16/17,0.276188455,77.16439181,r,0,0.131543088,0.12350574800000001
5452,67.52,-29.058000000000003,stoke,everton,Missed,228,16/17,0.40640300100000004,73.50726334,r,0,0.130324492,0.12349913
5918,67.52,-29.058000000000003,spurs,stoke,Missed,256,16/17,0.40640300100000004,73.50726334,r,0,0.130324492,0.12349913
280,63.93600000000001,-32.732,liverpool,burnley,Missed,11,16/17,0.473161406,71.82754291,r,0,0.129000198,0.12348012300000001
4609,83.648,6.68,man-utd,m-brough,Missed,185,16/17,0.079689339,83.91430333,r,0,0.128912834,0.123437726
4785,72.44800000000001,-23.38,wba,hull-city,Missed,194,16/17,0.312163105,76.12711149,r,0,0.131303644,0.12340841599999999
1026,76.48,18.035999999999998,chelsea,liverpool,Missed,40,16/17,0.23159492899999998,78.57790845,r,0,0.13137347800000002,0.123407713
5372,80.96,11.356,m-brough,wba,Missed,224,16/17,0.139357602,81.75255553,r,0,0.130112053,0.12322595199999999
7439,64.384,32.398,leicester,spurs,Missed,369,16/17,0.46620397399999997,72.07586184,r,0,0.12887435,0.123191889
7865,35.711999999999996,51.102,everton,man-city,Scored,208,16/17,0.96085091,62.34389584,b,1,0.11059142699999999,0.123112874
1987,73.344,-22.378,m-brough,watford,Missed,77,16/17,0.296138401,76.68192238,r,0,0.13107194,0.123111372
7769,41.983999999999995,-48.43,s-hampton,wba,Missed,186,16/17,0.8565720059999999,64.09462658,r,0,0.115224042,0.123014256
8622,81.85600000000001,10.02,man-city,hull-city,Missed,304,16/17,0.121804118,82.46699422,r,0,0.12947503900000001,0.12297687300000001
6272,86.336,2.004,hull-city,everton,Missed,275,16/17,0.023207471,86.35925493,r,0,0.12637177300000002,0.12294505800000001
6040,72.896,-23.046,swansea,burnley,Missed,262,16/17,0.306205793,76.45223955,r,0,0.130784584,0.122880733
6788,72.896,-23.046,cpalace,arsenal,Missed,312,16/17,0.306205793,76.45223955,r,0,0.130784584,0.122880733
4502,79.168,-14.362,sunderland,burnley,Missed,181,16/17,0.179459979,80.46017194,r,0,0.130340275,0.122864516
4187,83.648,7.013999999999999,spurs,burnley,Missed,168,16/17,0.083655681,83.94155169,r,0,0.128379119,0.122864462
3431,59.008,37.408,liverpool,b-mouth,Scored,137,16/17,0.565007928,69.86631898,b,1,0.12596011099999999,0.122801254
6902,80.064,-13.026,liverpool,cpalace,Missed,328,16/17,0.16128173,81.11671081,r,0,0.12998079,0.12276889199999999
5911,67.52,-29.392,b-mouth,wba,Missed,255,16/17,0.410569167,73.63993525,r,0,0.129383327,0.122627598
4448,76.032,-19.038,spurs,s-hampton,Missed,179,16/17,0.245349989,78.37927320000001,r,0,0.130561423,0.122605416
7483,83.2,8.016,west-ham,burnley,Missed,371,16/17,0.09604969,83.58526339,r,0,0.128294425,0.122484695
7971,34.368,-51.77,cpalace,sunderland,Missed,231,16/17,0.98473975,62.13929774,r,0,0.10894179400000001,0.122379037
9247,83.648,7.348,arsenal,stoke,Missed,360,16/17,0.08761938699999999,83.97011973,r,0,0.12784287,0.122290593
4446,49.6,44.422,spurs,s-hampton,Missed,179,16/17,0.7303815220000001,66.58433813,r,0,0.119797504,0.122241985
4162,79.168,-14.696,man-city,arsenal,Scored,167,16/17,0.18354138899999997,80.520461,b,1,0.12966945900000001,0.12220850800000001
2916,56.768,39.412,m-brough,chelsea,Missed,118,16/17,0.60686617,69.10797037,r,0,0.12412321400000001,0.122196317
9494,79.616,-14.027999999999999,everton,sunderland,Missed,39,16/17,0.17440563899999997,80.84239136,r,0,0.129518413,0.122177909
5539,84.992,5.01,hull-city,liverpool,Scored,233,16/17,0.058878592,85.1395335,b,1,0.126818035,0.122174172
6403,84.992,5.01,man-city,arsenal,Missed,291,16/17,0.058878592,85.1395335,r,0,0.126818035,0.122174172
8074,67.072,-30.06,swansea,leicester,Missed,248,16/17,0.42133529799999997,73.50004615,r,0,0.128699662,0.122124522
3080,72.896,23.38,sunderland,liverpool,Missed,124,16/17,0.310365816,76.55358395,r,0,0.12995453699999998,0.12210873800000001
7015,64.832,-32.398,stoke,west-ham,Missed,336,16/17,0.463425472,72.4763315,r,0,0.127746307,0.12197501
2253,66.176,-31.061999999999998,chelsea,man-utd,Missed,88,16/17,0.438856772,73.1034255,r,0,0.128196431,0.12193545900000001
8126,81.408,-11.356,everton,sunderland,Missed,252,16/17,0.13860050699999998,82.19623592,r,0,0.128597278,0.12188003800000001
1052,39.744,49.766000000000005,everton,m-brough,Scored,41,16/17,0.896898923,63.6886198,b,1,0.11254395199999999,0.121851868
9546,72.44800000000001,-24.048000000000002,man-utd,sunderland,Missed,311,16/17,0.320491193,76.33491343,r,0,0.1296231,0.121847587
9140,61.696000000000005,35.404,everton,watford,Missed,355,16/17,0.520966551,71.13254974,r,0,0.126255954,0.121824943
3610,59.456,37.408,swansea,sunderland,Missed,144,16/17,0.561593174,70.24510232,r,0,0.124997966,0.121659727
6378,79.168,15.03,b-mouth,s-hampton,Missed,289,16/17,0.187616623,80.58208935,r,0,0.12899745,0.12155240699999999
999,87.68,-0.33399999999999996,chelsea,swansea,Scored,38,16/17,0.003809288,87.68063615,b,1,0.123827571,0.12145971800000001
6638,46.016000000000005,46.76,s-hampton,cpalace,Missed,301,16/17,0.793417307,65.60464813,r,0,0.11662084,0.12143179800000001
1523,70.656,26.386,s-hampton,west-ham,Scored,58,16/17,0.35740507200000005,75.42208783,b,1,0.128835423,0.12138445699999999
2792,70.656,-26.386,man-city,cpalace,Missed,110,16/17,0.35740507200000005,75.42208783,r,0,0.128835423,0.12138445699999999
8209,70.656,-26.386,west-ham,chelsea,Missed,267,16/17,0.35740507200000005,75.42208783,r,0,0.128835423,0.12138445699999999
538,67.968,29.392,cpalace,b-mouth,Scored,21,16/17,0.408154464,74.05091956,b,1,0.128174013,0.121383049
